topic,rank,title,link,snippet 
24,20,March 5th 2007,http://www.cs.ucl.ac.uk/students/student_information/staff_student_committee/minutes/march_5th_2007/,"(JJ Giwa)                                       The Student Union would not like to take over the task of managing the 5                     th                    Floor, (Roberts Building), Café.                             "
24,21,March 5th 2007,http://www.cs.ucl.ac.uk/teaching_learning/student_information/staff_student_committee/minutes/march_5th_2007/,"(JJ Giwa)                                       The Student Union would not like to take over the task of managing the 5                     th                    Floor, (Roberts Building), Café.                             "
24,22,Contact Details,http://www.ucl.ac.uk/mecheng/contact-details,"UCL Mechanical Engineering                    Faculty of Engineering Sciences                                                                                     UCL Home                                      UCL Department of Mechanical Engineering                                      Contact Details                                                                                                                                                   Home                                              Our Courses                                              Our Student Handbook                                              Careers                                              Research                                              People                                              Vacancies                                              Contact Details                                              Daisy Intranet                                              Staff Intranet                                                                                                                   News and Events                                                                           Alimohammadi claims best medical engineering thesis prize                                                                                        Mark Miodownik receives AAAS Public Engagement with Science Award                                                                                        Understanding the physics of pancakes to save sight                                                                                        Ship Design Team awarded Five Year $500,000 Grant                                                                                        Professor Edirisinghe appointed as fellow of the Royal Academy of Engineering                                                                                                      View all articles                                                                                                                                                                                                                                                                                                                                                                                  Featured Video                                   Understanding the physics of pancakes to save sight                                                                                                                         Contact Details                                               Email Addresses:                                                     For Undergraduate queries                                                      ugadmissions@meng.ucl.ac.uk                                        For Postgraduate and short course queries                                                      graduate-info@meng.ucl.ac.uk                                                      For Postgraduate research queries                                                      j.maher@ucl.a.cuk                                                      For general queries                                                      Email us here                                                                                   Postal & Visiting Address:                                                                                                UCL Mechanical Engineering                                                       Roberts Engineering Building                                         University College London                             Torrington Place                             London WC1E 7JE                             United Kingdom                                                       Telephone:                                       +44 (0)20 7679 7062                                                       Fax:                                       +44 (0)20 7388 0180                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Location and Map                                                                                   Tube:                                                                                 Euston - Northern (Charing Cross and Bank Branches), and Victoria Lines                                         Euston Square - Circle, Hammersmith & City, and Metropolitan Lines                                                        Goodge Street - Northern Line                                         King's Cross St Pancras - Northern (Bank Branch), Piccadilly, Victoria, Hammersmith & City, Circle, and Metropolitan Lines                                         Russell Square - Piccadilly Line                                                                      Maps:                                                                                                                                                                                  UCL Maps                                                      View location via Google maps                                                                       Page last modified on                       14Â aprÂ 15Â 11:48                                                                                                                                 Disclaimer                                  Freedom of Information                                  Accessibility                                  Privacy                                  Cookies                                  Contact Us                                               University College London - Torrington Place - London - WC1E 7JE                                   Tel                  :                   +44 (0)20 7679 2000                                        Â© UCL 1999â??2016"
24,23,Contact Details,https://www.ucl.ac.uk/mecheng/contact-details,"UCL Mechanical Engineering                    Faculty of Engineering Sciences                                                                                     UCL Home                                      UCL Department of Mechanical Engineering                                      Contact Details                                                                                                                                                   Home                                              Our Courses                                              Our Student Handbook                                              Careers                                              Research                                              People                                              Vacancies                                              Contact Details                                              Daisy Intranet                                              Staff Intranet                                                                                                                   News and Events                                                                           Alimohammadi claims best medical engineering thesis prize                                                                                        Mark Miodownik receives AAAS Public Engagement with Science Award                                                                                        Understanding the physics of pancakes to save sight                                                                                        Ship Design Team awarded Five Year $500,000 Grant                                                                                        Professor Edirisinghe appointed as fellow of the Royal Academy of Engineering                                                                                                      View all articles                                                                                                                                                                                                                                                                                                                                                                                  Featured Video                                   Understanding the physics of pancakes to save sight                                                                                                                         Contact Details                                               Email Addresses:                                                     For Undergraduate queries                                                      ugadmissions@meng.ucl.ac.uk                                        For Postgraduate and short course queries                                                      graduate-info@meng.ucl.ac.uk                                                      For Postgraduate research queries                                                      j.maher@ucl.a.cuk                                                      For general queries                                                      Email us here                                                                                   Postal & Visiting Address:                                                                                                UCL Mechanical Engineering                                                       Roberts Engineering Building                                         University College London                             Torrington Place                             London WC1E 7JE                             United Kingdom                                                       Telephone:                                       +44 (0)20 7679 7062                                                       Fax:                                       +44 (0)20 7388 0180                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Location and Map                                                                                   Tube:                                                                                 Euston - Northern (Charing Cross and Bank Branches), and Victoria Lines                                         Euston Square - Circle, Hammersmith & City, and Metropolitan Lines                                                        Goodge Street - Northern Line                                         King's Cross St Pancras - Northern (Bank Branch), Piccadilly, Victoria, Hammersmith & City, Circle, and Metropolitan Lines                                         Russell Square - Piccadilly Line                                                                      Maps:                                                                                                                                                                                  UCL Maps                                                      View location via Google maps                                                                       Page last modified on                       14Â aprÂ 15Â 11:48                                                                                                                                 Disclaimer                                  Freedom of Information                                  Accessibility                                  Privacy                                  Cookies                                  Contact Us                                               University College London - Torrington Place - London - WC1E 7JE                                   Tel                  :                   +44 (0)20 7679 2000                                        Â© UCL 1999â??2016"
24,24,CIBSE Technical Symposium 2015,http://www.igp.ucl.ac.uk/bartlett/iede/iede-events/CIBSE-Symposium,"The 2015 Technical Symposium will address the theme of:                                    Simple buildings, better buildings? "
24,25,Admin & support,http://www.ucl.ac.uk/ear/staff/admin,UCL Ear Institute                    UCL School of Life and Medical Sciences                                                                                     UCL Home                                      EAR                                      Staff Directories                                      Admin & support                                                                                                                  UCL Ear Institute                                           Home                                              Research                                              Study Here                                              Staff Directories                                                  Academic Staff                                                      Admin & support                                                      Library Staff                                                      Officers                                                      A to Z                                                              Staff Resources                                              Jobs                                              Participate                                              News                                              Contact Us                                                                                               Tweets by @UCLEarInstitute                                                                                                                       Admin & support                                             Elena Bedisti - Institute Manager                                                                                Address:                                           UCL Ear Institute 332 Grays Inn Road London WC1X 8EE                                                                      Phone No:                                           020 7679 8910                                                                      Fax No:                                           -                                                                      Extension:                                           28910                                                                      Email:                                                           e.bedisti@ucl.ac.uk                                                                                                                                Bjorn Christianson - Consultancy Manager                                                                                Address:                                           UCL Consultants Ltd The Network Building 97 Tottenham Court Road London W1T 4TP                                                                      Phone No:                                           075 3996 3186                                                                      Fax No:                                           -                                                                      Extension:                                           09796                                                                      Email:                                                           b.christianson@uclconsultants.com                                                                                                                                Neil Docherty - Senior IT and AV Officer                                                                                Address:                                           UCL Ear Institute 332 Gray's Inn Road London WC1X 8EE                                                                      Phone No:                                           020 7679 8929                                                                      Fax No:                                           -                                                                      Email:                                                           n.docherty@ucl.ac.uk                                                                                                                                June Dugard - Finance Officer                                                                                Address:                                           UCL Ear Institute 332 Gray's Inn Road London WC1X 8EE                                                                      Phone No:                                           020 7679 8911                                                                      Fax No:                                           020 7679 8990                                                                      Extension:                                           28911                                                                      Email:                                                           j.dugard@ucl.ac.uk                                                                                                                                Kate Faxen - Faculty of Brain Sciences Communications Manager                                                                                Address:                                           UCL Ear Institute 332 Gray's Inn Road London WC1X 8EE                                                                      Phone No:                                           020 3108 7344                                                                      Extension:                                           57344                                                                      Email:                                                           kate.faxen@ucl.ac.uk                                                                                                                                Miriam Gomez - Cell & Molecular Biology Technician                                                                                Address:                                           UCL Ear Institute 332 Gray's Inn Road London WC1X 8EE                                                                      Phone No:                                           020 7679 8960                                                                      Fax No:                                           020 7679 8990                                                                      Extension:                                           28960                                                                      Email:                                                           miriam.gomez@ucl.ac.uk                                                                                                                                Nick Jacobs - Assistant Teaching Administrator                                                                                Address:                                           UCL Ear Institute 332 Gray's Inn Road London WC1X 8EE                                                                      Phone No:                                           020 7679 8883                                                                      Fax No:                                           020 7837 9279                                                                      Extension:                                           28883                                                                      Email:                                                           n.jacobs@ucl.ac.uk                                                                                                                                Ian Johnston - Finance Manager                                                                                Address:                                           UCL Ear Institute 332 Gray's Inn Road London WC1X 8EE                                                                      Phone No:                                           -                                                                      Fax No:                                           -                                                                      Extension:                                           -                                                                      Email:                                                           j.johnston@ucl.ac.uk                                                                                                                                Ricky Kemp - Administrative Assistant                                                                                Address:                                           UCL Ear Institute 332 Gray's Inn Road London WC1X 8EE                                                                      Phone No:                                           020 7679 8964                                                                      Fax No:                                           020 7837 9279                                                                      Extension:                                           28964                                                                      Email:                                                           ricky.kemp@ucl.ac.uk                                                                                                                                Graham Nevill - Senior Technician                                           
24,26,November 26th 2007,http://www.cs.ucl.ac.uk/teaching_learning/student_information/staff_student_committee/minutes/november_26th_2007/,"However, it would be impossible to eliminate all timetable clashes.                                        3.5                               COMP2009 syllabus (Graham Roberts)                                       The Chair noted that this issue is currently being addressed and that changes have been made to the module syllabus to address feedback from students.  "
25,1,UCL Library Services - book a study room,http://library.ucl.ac.uk/F/?func=file&file_name=room-book,"func=file&file_name=room-book                          UCL LIBRARY SERVICES                                   Book a study room              For availability and booking, click on ?Go? next to the room you want.           "
25,2,Computer Rooms,http://www.ucl.ac.uk/isd/ioe/it-facilities/computer-rooms,This room is not available for bookings.                                              
25,3,Computer Rooms,https://www.ucl.ac.uk/isd/ioe/it-facilities/computer-rooms,This room is not available for bookings.                                              
25,4,Computer Rooms,https://www.ucl.ac.uk/isd/ioe/it-facilities/computer-rooms/,This room is not available for bookings.                                              
25,5,Room Bookings | Unit | services@UCL,https://www.ucl.ac.uk/services/unit?name=room%20bookings,name=room%20bookings             services@UCL                                           Home                                          services                            @              UCL                                                       Room Bookings                   Organisational Unit                                                                    The Room and Conference Bookings Office is responsible for all centrally bookable rooms in UCL. 
25,6,Rooms & Facilities,https://www.ucl.ac.uk/isd/services/get-connected/videoconferencing/rooms,"Booking                          Booking a videoconference will mean booking one of the specially equipped seminar rooms or lecture theatres, for the whole duration of your conference.                                    "
25,7,Rooms & Facilities,http://www.ucl.ac.uk/isd/services/get-connected/videoconferencing/rooms/,"Booking                          Booking a videoconference will mean booking one of the specially equipped seminar rooms or lecture theatres, for the whole duration of your conference.                                    "
25,8,Rooms & Facilities,http://www.ucl.ac.uk/isd/services/get-connected/videoconferencing/rooms,"Booking                          Booking a videoconference will mean booking one of the specially equipped seminar rooms or lecture theatres, for the whole duration of your conference.                                    "
25,9,Rooms & Facilities,https://www.ucl.ac.uk/isd/services/get-connected/videoconferencing/rooms/,"Booking                          Booking a videoconference will mean booking one of the specially equipped seminar rooms or lecture theatres, for the whole duration of your conference.                                    "
25,10,Book suggestion form,http://www.ucl.ac.uk/library/book-suggest,http://www.ucl.ac.uk/library/book-suggest                                                                        UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                                                 skip to navigation                      .                      
25,11,The Rock Room,http://www.ucl.ac.uk/earth-sciences/facilities/infrastructure/rock-room,"The Rock Room is mainly used as a high quality interaction space, e.g. a staff common room, seminar room and a meeting room.Â The Rock Room is available for Earth Sciences undergraduate students to work and socialize in at any time when it has not been booked for the above.                                            "
25,12,Audio Visual (AV) Bookings,https://www.ucl.ac.uk/isd/services/learning-teaching/spaces/audio-visual/bookings,Equipment for use in Departmental rooms should be booked using the                   UCL SiSo Booking Portal                  . 
25,13,Audio Visual (AV) Bookings,http://www.ucl.ac.uk/isd/services/learning-teaching/spaces/audio-visual/bookings,Equipment for use in Departmental rooms should be booked using the                   UCL SiSo Booking Portal                  . 
25,14,Audio Visual (AV) Bookings,http://www.ucl.ac.uk/isd/services/learning-teaching/spaces/audio-visual/bookings/,Equipment for use in Departmental rooms should be booked using the                   UCL SiSo Booking Portal                  . 
25,15,Course Bookings,https://www.ucl.ac.uk/isd/ioe/document-links/it-training/edit/isd/ioe/training/course-bookings,Please enter your email address carefully as it will be used to contact you if the course needs to be cancelled or moved to another room. 
25,16,UCL Eastman Dental Library newly refurbished quiet reading room,https://www.ucl.ac.uk/library/articles/2016/eastman-refurbished-reading-room,We have also converted the upstairs photocopy room into an IT-enabled study room which can be used on a walk-in basis.                                   
25,17,UCL Eastman Dental Library newly refurbished quiet reading room,http://www.ucl.ac.uk/library/articles/2016/eastman-refurbished-reading-room,We have also converted the upstairs photocopy room into an IT-enabled study room which can be used on a walk-in basis.                                   
25,18,Whittington Hospital,https://www.ucl.ac.uk/isd/services/get-connected/videoconferencing/rooms/medschool/index/edit/rooms/medschool/whittington/,"Whittington Lecture Theatre                     Whittington Horder Seminar Room                     Whittington Bridges Seminar Room                            Booking                          In order to book a videoconferencing room please visit the room bookings page on the website maintained by The Archway Campus Estates and Facilities Office:                                    Location                          The location and map reference for the Whittington Hospital can be found on the UCL Estates & Facilities website:                                                 Location of Whittington Hospital                                                                                                                                                                                About ISD                                           News                                                 Who we are                                      Projects & developments                                      Governance                                      Find us                                                        Twitter                                                                                 Getting Help                                   Search how to guides                                      Contact the Service Desk                                          Related Websites                                   UCL Computing Regulations                                      Information Security                                      Research IT Services                                                                       ISD Staff                                   ISD intranet                                                 University College London, Gower Street, London, WC1E 6BT         +44 (0)20 7679 2000                     Copyright Ã?Å  2016 UCL                       Disclaimer                              Freedom of Information                              Accessibility                              Privacy                              Cookies                              Contact Us"
25,19,Royal Free Hospital,https://www.ucl.ac.uk/isd/services/get-connected/videoconferencing/rooms/medschool/index/edit/rooms/medschool/royalfree/,"Royal Free LT 1                            Booking                          To enquire about booking the a videoconferencing room at the Royal Free Hospital please contact:                                                 c.aitkenhead@medsch.ucl.ac.uk                                      Location                          The location and map reference for the Royal Free Hospital can be found on the UCL Estates & Facilities website:                                                 Location of Royal Free Hospital                                      Further Information                          More information about the Royal Free hospital can be found on the UCL Medical School website at:                                       UCL Medical School - Royal Free campus                                                                                                                                                                                About ISD                                           News                                                 Who we are                                      Projects & developments                                      Governance                                      Find us                                                        Twitter                                                                                 Getting Help                                   Search how to guides                                      Contact the Service Desk                                          Related Websites                                   UCL Computing Regulations                                      Information Security                                      Research IT Services                                                                       ISD Staff                                   ISD intranet                                                 University College London, Gower Street, London, WC1E 6BT         +44 (0)20 7679 2000                     Copyright Ã?Å  2016 UCL                       Disclaimer                              Freedom of Information                              Accessibility                              Privacy                              Cookies                              Contact Us"
25,20,Student training booking FAQs,http://www.ucl.ac.uk/isd/services/learning-teaching/it-training/help/faqs/student-training-booking,How do I cancel my booking?                            
25,21,Student training booking FAQs,http://www.ucl.ac.uk/isd/services/learning-teaching/it-training/help/faqs/student-training-booking/,How do I cancel my booking?                            
25,22,UCL Estates: Room Booking,https://www.ucl.ac.uk/estates/roombooking/,The office ensures that the bookings for all these rooms are coordinated              such that UCL is able to optimise its use of locally controlled departmental              space and the centrally controlled rooms we look after. 
25,23,UCL Estates: Room Booking,http://www.ucl.ac.uk/estates/roombooking/,The office ensures that the bookings for all these rooms are coordinated              such that UCL is able to optimise its use of locally controlled departmental              space and the centrally controlled rooms we look after. 
25,24,Course booking FAQs,http://www.ucl.ac.uk/isd/services/learning-teaching/help/faqs/booking-faqs,Use the                           book a place                          link to make a booking for that course. 
25,25,Course booking FAQs,http://www.ucl.ac.uk/isd/services/learning-teaching/help/faqs/booking-faqs/,Use the                           book a place                          link to make a booking for that course. 
25,26,Course booking FAQs,https://www.ucl.ac.uk/isd/services/learning-teaching/help/faqs/booking-faqs,Use the                           book a place                          link to make a booking for that course. 
25,27,Course booking FAQs,https://www.ucl.ac.uk/isd/services/learning-teaching/help/faqs/booking-faqs/,Use the                           book a place                          link to make a booking for that course. 
25,28,"Unveiling of the Jerry Kirk Seminar Room, Royal Free Hospital",http://www.ucl.ac.uk/surgery/news-pub/jerry-kirk-seminar-room,"UCL DIVISION OF SURGERY AND INTERVENTIONAL SCIENCE                    UCL FACULTY OF MEDICAL SCIENCES                                                                                     UCL Home                                      Surgery                                      Unveiling of the Jerry Kirk Seminar Room, Royal...                                                                                        "
25,29,"Unveiling of the Jerry Kirk Seminar Room, Royal Free Hospital",http://www.ucl.ac.uk/surgery/news-pub/jerry-kirk-seminar-room/,"UCL DIVISION OF SURGERY AND INTERVENTIONAL SCIENCE                    UCL FACULTY OF MEDICAL SCIENCES                                                                                     UCL Home                                      Surgery                                      Unveiling of the Jerry Kirk Seminar Room, Royal...                                                                                        "
25,30,Whittington Hospital,https://www.ucl.ac.uk/isd/services/get-connected/videoconferencing/rooms/medschool/whittington,"Whittington Lecture Theatre                     Whittington Horder Seminar Room                     Whittington Bridges Seminar Room                            Booking                          In order to book a videoconferencing room please visit the room bookings page on the website maintained by The Archway Campus Estates and Facilities Office:                                    Location                          The location and map reference for the Whittington Hospital can be found on the UCL Estates & Facilities website:                                                 Location of Whittington Hospital                                                                                                                                                                                About ISD                                           News                                                 Who we are                                      Projects & developments                                      Governance                                      Find us                                                        Twitter                                                                                 Getting Help                                   Search how to guides                                      Contact the Service Desk                                          Related Websites                                   UCL Computing Regulations                                      Information Security                                      Research IT Services                                                                       ISD Staff                                   ISD intranet                                                 University College London, Gower Street, London, WC1E 6BT         +44 (0)20 7679 2000                     Copyright Ã?Å  2016 UCL                       Disclaimer                              Freedom of Information                              Accessibility                              Privacy                              Cookies                              Contact Us"
26,1,Mechanical and Thermal Engineering,http://www.ucl.ac.uk/mssl/mechanical,"The Mechanical Engineering Group has had a long tradition  of Space hardware design and construction, and has proven itself up to  this technical challenge. "
26,2,Mechanical Engineering Archives - UCL Engineering,http://www.engineering.ucl.ac.uk/events/category/departments/mechanical-engineering/,http://www.engineering.ucl.ac.uk/events/category/departments/mechanical-engineering/                                     For Staff                                  For Students                                         Search                                              UCL ENGINEERING                       Change the world                                                                                                         About                                              About us                                                  Contact                                                  Departments                                                  Groups & Societies                                                  Institutes and Centres                                                  People                                                         News                                              Engineering News                                                  News From Around UCL                                                  Engineering Inspiration                                                         Events                                              All Events                                                  Calendar View                                                         Study                                              Undergraduate                                                  Postgraduate                                                  By Department                                                         Research                                              Projects                                                  Videos                                                         Collaborate                                              Community Engagement                                                  Industry Engagement                                                  Schools Engagement                                                                                                                                              UPCOMING EVENTS                                        List View                    |                     Week View                    |                     Month View                                                                         No matching events listed under Mechanical Engineering. 
26,3,Mechanical Engineering,http://www.ucl.ac.uk/prospective-students/undergraduate/subject-areas/mechanical-engineering,http://www.ucl.ac.uk/prospective-students/undergraduate/subject-areas/mechanical-engineering                  Close                                                                          UCL Home                                      Prospective students                                      Current students                                      Staff                                                                  Undergraduate prospectus                                Home                                                                                                         UCL Home                              Information for Prospective Students                              Undergraduate                              Subject areas                      Mechanical Engineering                                                   Subject areas                               Mechanical Engineering                       Mechanical engineering offers the exciting challenge of using mathematical and scientific knowledge to design and develop practical devices and machines. 
26,4,Mechanical Engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/subject-areas/mechanical-engineering,https://www.ucl.ac.uk/prospective-students/undergraduate/subject-areas/mechanical-engineering                  Close                                                                          UCL Home                                      Prospective students                                      Current students                                      Staff                                                                  Undergraduate prospectus                                Home                                                                                                         UCL Home                              Information for Prospective Students                              Undergraduate                              Subject areas                      Mechanical Engineering                                                   Subject areas                               Mechanical Engineering                       Mechanical engineering offers the exciting challenge of using mathematical and scientific knowledge to design and develop practical devices and machines. 
26,5,Mechanical,https://www.ucl.ac.uk/mecheng/our-courses/postgraduate/mechanical,This degree programme is designed to offer an advanced level of study in  specific aspects of mechanical engineering that are in demand from industry. 
26,6,Mechanical,https://www.ucl.ac.uk/mecheng/our-courses/postgraduate/mechanical/,This degree programme is designed to offer an advanced level of study in  specific aspects of mechanical engineering that are in demand from industry. 
